ProductID,Name,CategoryIDs,Price,LocalImageFile
24265,iPhone 8 JK Incell LCD,"97, 443",10,24265_jk-lcd-product-image.jpeg
24262,iPhone 8 Plus JK Incell LCD,"97, 443",12,24262_jk-lcd-product-image.jpeg
24261,Ven-Dens iPhone 14 Pro Max LCD Gold,"97, 443, 544",40,24261_Ven-Dens-iPhone-LCD-Gold-scaled.jpeg
24260,Ven-Dens iPhone 14 LCD Gold,"97, 443, 544",22,24260_Ven-Dens-iPhone-LCD-Gold-scaled.jpeg
24259,Ven-Dens iPhone 15 ProLCD Platinum,"97, 443, 544",40,24259_Ven-Dens-iPhone-LCD-Platinum-scaled.jpeg
24258,Ven-Dens iPhone 16 Pro Max LCD Platinum,"97, 443, 544",110,24258_Ven-Dens-iPhone-LCD-Platinum-scaled.jpeg
24257,Ven-Dens iPhone 16 Pro LCD Platinum,"97, 443, 544",100,24257_Ven-Dens-iPhone-LCD-Platinum-scaled.jpeg
24256,Ven-Dens iPhone 16 Plus LCD Platinum,"97, 443, 544",75,24256_Ven-Dens-iPhone-LCD-Platinum-scaled.jpeg
24255,Ven-Dens iPhone 16e LCD Platinum,"97, 443, 544",30,24255_Ven-Dens-iPhone-LCD-Platinum-scaled.jpeg
24254,Ven-Dens iPhone 7 LCD Gold,"97, 443, 544",11,24254_Ven-Dens-iPhone-LCD-Gold-scaled.jpeg
24253,Ven-Dens iPhone SE3 LCD Gold,"97, 443, 544",11,24253_Ven-Dens-iPhone-LCD-Gold-scaled.jpeg
24252,Ven-Dens iPhone SE2 LCD Gold,"97, 443, 544",11,24252_Ven-Dens-iPhone-LCD-Gold-scaled.jpeg
24251,Ven-Dens iPhone 8 LCD Gold,"97, 443, 544",11,24251_Ven-Dens-iPhone-LCD-Gold-scaled.jpeg
24249,Ven-Dens iPhone X LCD Gold,"97, 443, 544",12,24249_Ven-Dens-iPhone-LCD-Gold-scaled.jpeg
24247,Ven-Dens iPhone 12/12 Pro LCD Platinum,"97, 443, 544",18,24247_Ven-Dens-iPhone-LCD-Platinum-scaled.jpeg
24244,3Meter HOCO X59 Type C to iPhone Lighting 3A Anti Bending Fast Charging Cable,214,3.50,24244_3Meter-HOCO-X59-Type-C-to-iPhone-Lighting-3A-Anti-Bending-Fast-Charging-Cable.jpg
24242,HOCO CW59 iWatch & Samsung Watch Type-C Charger,"214, 213",10,24242_HOCO-CW59-iWatch-Samsung-Watch-Type-C-Charger.jpg
24240,HOCO Z13  LED Display Three Cigarette lighter Car Charger,"543, 213",9.50,24240_HOCO-Z13-LED-Display-Three-Cigarette-lighter-Car-Charger.jpg
24238,HOCO Z28 LED Display Dual Cigarette lighter Car Charger,,,
24235,VEN-DENS  VD-HD029 Universal Waterproof Bicycle Phone Holder,"213, 544",5.50,24235_VEN-DENS-VD-HD029-Universal-Waterproof-Bicycle-Phone-Holder.jpg
24233,HOCO Hl41 Mobile Portable WiFi Modem 4g WiFi 6 28,"543, 213",28,24233_HOCO-Hl41-Mobile-Portable-WiFi-Modem-4g-WiFi-6.jpg
24230,HOCO GM13 USB Wired Mouse,"543, 547",3.50,24230_HOCO-GM13-USB-Wired-Mouse.jpg
24228,HOCO H28 Strong Anti Falling Magnetic Air-Vent Phone Holder,199,3.85,24228_HOCO-H28-Strong-Anti-Falling-Magnetic-Air-Vent-Phone-Holder-1.jpg
24222,HOCO CW6 Pro Easy 15W Fast Wireless Charger - White,"214, 543, 213",8.50,24222_HOCO-CW6-Pro-Easy-15W-Fast-Wireless-Charger-white.jpg
24221,HOCO CW6 Pro Easy 15W Fast Wireless Charger - Black,"214, 543, 213",8.50,24221_HOCO-CW6-Pro-Easy-15W-Fast-Wireless-Charger-black.jpg
24216,HOCO CW52 15W Enjoy Magnetic MagSafe Wireless Charger - White,"214, 543, 213",9.99,24216_HOCO-CW52-15W-Enjoy-Magnetic-MagSafe-Wireless-Charger-white.jpg
24215,HOCO CW52 15W Enjoy Magnetic MagSafe Wireless Charger - Black,"214, 543, 213",9.99,24215_HOCO-CW52-15W-Enjoy-Magnetic-MagSafe-Wireless-Charger-black.jpg
24212,HOCO E80 Aux 3.5mm BT FM Car Kit,"543, 213",9.50,24212_HOCO-E80-Aux-3.5mm-BT-FM-Car-Kit.jpg
24209,USAMS EP-43 Type-C Digital in-ears Metal earphones,202,4.99,24209_USAMS-EP-43-Type-C-Digital-in-ears-Metal-earphones.jpg
24207,BOROFONE BO105 Thunder On-ears Gaming Wired Headphones,"213, 203",13.99,24207_BOROFONE-BO105-Thunder-On-ears-Gaming-Wired-Headphones.jpg
24204,HOCO W103 Magic Tour Gaming on-ears Headphones Wired,"543, 203",12.99,24204_HOCO-W103-Magic-Tour-Gaming-on-ears-Headphones-Wired.jpg
24201,L363 iPad /Tablet / Laptop Folding & Rotations Desktop  Stand Carbon Steel + Aluminium,213,10,24201_L363.jpg
24199,VEN-DENS VD-MIC010 iPhone lighting Vlog Microphone Dual,"213, 104, 544",9.50,24199_VEN-DENS-VD-MIC010-iPhone-lighting-Vlog-Microphone-Dual.jpg
24196,VEN-DENS VD-MIC009 Type-C  Vlog Microphone Dual,"213, 104, 544",9.50,24196_VEN-DENS-VD-MIC009-Type-C-Vlog-Microphone-Dual.jpg
24194,VEN-DENS VD-MIC008 Type-C  Vlog Microphone Single,"213, 104, 544",7.50,24194_VEN-DENS-VD-MIC008-Type-C-Vlog-Microphone-Single.jpg
24192,VEN-DENS VD-MIC008 Lighting Vlog Microphone Single,"213, 104, 544",7.50,24192_VEN-DENS-VD-MIC008-Lighting-Vlog-Microphone-Single.jpg
24190,VEN-DENS SP-TC78AC 20W C+USB Main Plug,214,3.99,24190_VEN-DENS-SP-TC78AC-20W-CUSB-Main-Plug.jpg
24187,VEN-DENS SP-TC67A 20W 2USB + C Main Plug,214,5.75,24187_VEN-DENS-SP-TC67A-20W-2USB-C-Main-Plug.jpg
24185,VEN-DENS 3in1 VD-OTG006 Lighting to SD/Micro SD /USB Adapter,"213, 568, 544",4.99,24185_VEN-DENS-3in1-VD-OTG006-Lighting-to-SD-Micro-SD-USB-Adapter.jpg
24183,Ven Dens VD-OTG004  Type C  Male to Female USB 3.0,"213, 568, 544",2.50,24183_Ven-Dens-VD-OTG004-Type-C-Male-to-Female-USB-3.0-scaled.jpg
24181,USAMS BZ323 10” inch Live Stream Stand With Fill light,565,35,24181_USAMS-BZ323-10-inch-Live-Stream-Stand-With-Fill-light-1.jpg
24179,USAMS BZ324 Mini Wireless Selfie Stick length 1.1m for Phone 4.7”-7” inch,566,12.50,24179_USAMS-BZ324-Mini-Wireless-Selfie-Stick-length-1.1m-for-Phone-4.7-7-inch-1-scaled.jpg
24174,USAMS IPX8 Waterproof Bag - White,200,4.99,24174_USAMS-IPX8-Waterproof-Bag-white.jpg
24173,USAMS IPX8 Waterproof Bag - Blue,200,4.99,24173_USAMS-IPX8-Waterproof-Bag-blue.jpg
24172,USAMS IPX8 Waterproof Bag - Black,200,4.99,24172_USAMS-IPX8-Waterproof-Bag-Black.jpg
24169,SSK SD301 SSD Flash Drive 2in1  USB-C + USB external Storage 256GB,213,45,24169_SSK-SD301-SSD-Flash-Drive-2in1-USB-C-USB-external-Storage-256GB.jpg
24167,SSK SD301 SSD Flash Drive 2in1  USB-C + USB external Storage 128GB,213,35,24167_SSK-SD301-SSD-Flash-Drive-2in1-USB-C-USB-external-Storage-128GB.jpg
24165,SSK SD451 Portable SSD external Storage With Type C  Cable + USB 3.0 Cable 512GB,213,55,24165_SSK-SD451-Portable-SSD-external-Storage-With-Type-C-Cable-USB-3.0-Cable-512GB.jpg
24163,SSK SD451 Portable SSD external Storage With Type C  Cable + USB 3.0 Cable 256GB,213,40,24163_SSK-SD451-Portable-SSD-external-Storage-With-Type-C-Cable-USB-3.0-Cable-256GB.jpg
24161,SSK SD451 Portable SSD external Storage With Type C  Cable + USB 3.0 Cable 128GB,213,30,24161_SSK-SD451-Portable-SSD-external-Storage-With-Type-C-Cable-USB-3.0-Cable-128GB.jpg
24158,SSK M003 2.5” SATA  SSD Internal Storage 1TB,213,75,24158_SSK-M003-2.5-SATA-SSD-external-Storage-1TB.jpg
24154,SSK M003 2.5” SATA  SSD Internal Storage 512GB,213,45,24154_SSK-M003-2.5-SATA-SSD-external-Storage-512GB.jpg
24152,SSK M003 2.5” SATA  SSD Internal Storage 256GB,213,30,24152_SSK-M003-2.5-SATA-SSD-external-Storage-256GB.jpg
24150,SSK M003 2.5” SATA  SSD Internal Storage 128GB,213,22,24150_SSK-M003-2.5-SATA-SSD-external-Storage-128GB.jpg
24146,Ven Dens VD-501 OTG Lighting Male to Female USB 3.0,568,3.50,24146_Ven-Dens-VD-501-OTG-Lighting-Male-to-Female-USB-3.0-scaled.jpg
24143,Multifunction Jump Lead Car Starter & Power Bank,213,25,24143_Multifunction-Jump-Lead-Car-Starter-Power-Bank.jpg
24140,HOCO DV3 Driving Record with Screen Display Dash Front & Back Camera,567,35,24140_HOCO-DV3-Driving-Record-with-Screen-Display-Dash-Front-Back-Camera-1-scaled.jpg
24137,USAMS BZ324 Mini Wireless Selfie Stick length 1.1m for Phone 4.7”-7” inch,566,12.50,24137_USAMS-BZ324-Mini-Wireless-Selfie-Stick-length-1.1m-for-Phone-4.7-7-inch-scaled.jpg
24135,USAMS BZ323 10” inch Live Stream Stand With Fill light,565,35,24135_USAMS-BZ323-10-inch-Live-Stream-Stand-With-Fill-light-scaled.jpg
24132,Ven Dens (TC80AG) 3in1 65W USB 3.0 + Dual Type-C Charging Plug,214,12.50,24132_Ven-Dens-TC80AG-3in1-65W-USB-3.0-Dual-Type-C-Charging-Plug.jpg
24130,"Ven Vends VD-PB036 10,000mah Power Bank",198,9,24130_Ven-Vends-VD-PB036-10000mah-Power-Bank.jpg
24127,Philips external Hard Drive Portable Storage 2TB,213,85,24127_Philips-external-Hard-Drive-Portable-Storage-1TB-scaled.jpg
24125,Philips external Hard Drive Portable Storage 1TB,213,65,24125_Philips-external-Hard-Drive-Portable-Storage-1TB-scaled.jpg
24121,Kingston 512 GB USB Flash Drive,190,39,24121_Kingston-512-GB-USB-Flash-Drive-scaled.jpg
24117,Kingston 512 GB Class 10 Micro SD Card,190,39,24117_Kingston-512-GB-Class-10-Micro-SD-Card-scaled.jpg
24112,Ven Dens VD-HP010 Mega Bass Bluetooth Headphones - Red,203,13.50,24112_Ven-Dens-VD-HP010-Mega-Bass-Bluetooth-Headphones-red-scaled.jpg
24111,Ven Dens VD-HP010 Mega Bass Bluetooth Headphones - Black,203,13.50,24111_Ven-Dens-VD-HP010-Mega-Bass-Bluetooth-Headphones-black-scaled.jpg
24106,Ven Dens VD-HP012 ANC Mega Bass Bluetooth Headphones - Cream White,200,14.99,24106_Ven-Dens-VD-HP012-ANC-Mega-Bass-Bluetooth-Headphones-Cream-White-scaled.jpg
24105,Ven Dens VD-HP012 ANC Mega Bass Bluetooth Headphones - Black,200,14.99,24105_Ven-Dens-VD-HP012-ANC-Mega-Bass-Bluetooth-Headphones-Black-scaled.jpg
24102,Universal iPad / Tablet Car Seat Headrest Mount Holder,199,8.50,24102_Universal-iPad-Tablet-Car-Seat-Headrest-Mount-Holder-scaled.jpg
24099,Car AirVent Holder Code : A193,"213, 199",4.50,24099_Car-AirVent-Holder-Code-A193-scaled.jpg
24097,Ven Dens (SP-TC76A)20W Dual Type C Charging Plug,214,5.95,24097_Ven-Dens-SP-TC76A20W-Dual-Type-C-Charging-Plug-p-scaled.jpg
24085,HOCO EQ4 Open Ears TWS Bluetooth Earphones - Silver,"201, 543",13.50,24085_HOCO-EQ4-Open-Ears-TWS-Bluetooth-Earphones-scaled.jpg
24084,HOCO EQ4 Open Ears TWS Bluetooth Earphones - Black,"201, 543",13.50,24084_HOCO-EQ4-Open-Ears-TWS-Bluetooth-Earphones-product-image-1-scaled.jpg
24081,65W C+ USB QC 3.0 Model A502 GaN Charging Plug,214,9.50,24081_65W-C-USB-QC-3.0-Model-A502-GaN-Charging-Plug-scaled.jpg
24079,D8 Android/ IOS Smartphone/Tablets /Smart TV /N.S Windows PC Wireless Controller,213,25,24079_D8-Android-IOS-Smartphone-Tablets-Smart-TV-N.S-Windows-PC-Wireless-Controller-scaled.jpg
24071,iPad/Tablet/PC/Smart TV Bluetooth Wireless Keyboard & Wireless Mouse Combo - White,"546, 213",18.50,24071_Smart-TV-Bluetooth-Wireless-Keyboard-Wireless-Mouse-Combo-white-scaled.jpg
24070,iPad/Tablet/PC/Smart TV Bluetooth Wireless Keyboard & Wireless Mouse Combo - Pink,"546, 213",18.50,24070_Smart-TV-Bluetooth-Wireless-Keyboard-Wireless-Mouse-Combo-pink-scaled.jpg
24069,iPad/Tablet/PC/Smart TV Bluetooth Wireless Keyboard & Wireless Mouse Combo - Light Green,"546, 213",18.50,24069_Smart-TV-Bluetooth-Wireless-Keyboard-Wireless-Mouse-Combo-light-green-scaled.jpg
24068,iPad/Tablet/PC/Smart TV Bluetooth Wireless Keyboard & Wireless Mouse Combo - Light blue,"546, 213",18.50,24068_Smart-TV-Bluetooth-Wireless-Keyboard-Wireless-Mouse-Combo-light-blue-scaled.jpg
24067,iPad/Tablet/PC/Smart TV Bluetooth Wireless Keyboard & Wireless Mouse Combo - Green,"546, 213",18.50,24067_Smart-TV-Bluetooth-Wireless-Keyboard-Wireless-Mouse-Combo-green-scaled.jpg
24066,iPad/Tablet/PC/Smart TV Bluetooth Wireless Keyboard & Wireless Mouse Combo - Black,"546, 213",18.50,24066_Smart-TV-Bluetooth-Wireless-Keyboard-Wireless-Mouse-Combo-Black-scaled.jpg
24059,Ven Dens VD-PB028 5000mah Power Bank With Cable White,"198, 544",7.50,24059_Ven-Dens-VD-PB028-5000mah-Power-Bank-With-Cable-White-scaled.jpeg
24054,Ven Dens VD-PB029 5000mah Power Bank White,"198, 544",6,24054_Ven-Dens-VD-PB029-5000mah-Power-Bank-White-scaled.jpeg
24051,Ven Dens VD-PB032 5000mah 15W MagSafe Wireless Power Bank,"200, 198, 544",13.50,24051_Ven-Dens-VD-PB032-5000mah-15W-MagSafe-Wireless-Power-Bank-scaled.jpeg
24049,"Ven Dens VD-BP018 22.5W 10,000mah Power Bank With Cables",198,12.50,24049_Ven-Dens-VD-BP018-22.5W-10000mah-Power-Bank-With-Cables-scaled.jpeg
24047,Ven Dens VD-PB021 5000mah Power Bank,"198, 544",6,24047_Ven-Dens-VD-PB021-5000mah-Power-Bank-scaled.jpeg
24045,BOROFONE BH74 Anti Gravity AirVent Phone Holder,199,4.50,24045_BOROFONE-BH74-Anti-Gravity-AirVent-Phone-Holder.jpeg
24041,HOCO CA103 Anti Gravity AirVent Phone Holder,"543, 199",4.50,24041_HOCO-CA103-Anti-Gravity-AirVent-Phone-Holder-scaled.jpeg
24039,HOCO BK5  BT Karaoke Microphone 6hr Playtime,"543, 213",14.99,24039_HOCO-BK5-BT-Karaoke-Microphone-6hr-Playtime-scaled.jpeg
24015,BOROFONE BQ3 Pro 15W Ultra Slim Fast Wireless Charger,214,8.50,24015_BOROFONE-BQ3-Pro-15W-Ultra-Slim-Fast-Wireless-Charger.jpg
24013,FONENG X112 3A USB to (3in1) Fast Charging Cable,214,3.50,24013_FONENG-X112-3A-USB-to-3in1-Fast-Charging-Cable-scaled.jpg
24011,Ven Dens iPhone 16 LCD (Platinum),443,60,24011_iPhone-16-RJ-incell-Screen-scaled.jpg
24009,Plastic Phone Display Stands,213,1.85,24009_Plastic-Phone-Display-Stands-scaled.jpg
24007,Air Fly Mouse Wireless,"213, 547",10,24007_Air-Fly-Mouse-Wireless-scaled.jpg
24005,Herios Air Duster Cleaner 400ml,213,6.50,24005_Herios-Air-Duster-Cleaner-scaled.jpg
24003,MECHANIC 800 WATER CLEANING PANEL,213,12.50,24003_MECHANIC-800-WATER-CLEANING-PANEL.jpg
24001,K8 Vlog Wireless Single Microphone (Type C + iPhone ),213,12,24001_K8-Vlog-Wireless-Single-Microphone-Type-C-iPhone--scaled.jpg
23997,F12-2 Vlog Wireless Dual Microphones,213,19,23997_F12-2-Vlog-Wireless-Dual-Microphones-scaled.jpg
23995,Baofeng Business Walkie Talkie F22,213,25,23995_Baofeng-Business-Walkie-Talkie-F22-scaled.jpg
23993,1METER HDMI to HDMI Cable,214,3.50,23993_HDMI-TO-HDMI-CABLE-1METER.jpeg
23991,1.8m Printer Cable,214,2.50,23991_PRINTER-CABLE-5METER.jpeg
23989,3Meter 6Pin -6Pin FireWire Cable,"214, 213",4.50,23989_FireWire-Cable.jpg
23987,2Meter  Small HD 36″ Thin Micro HDMI To Micro HDMI Cable,"214, 213",4.50,23987_2Meter-Small-HD-36″-Thin-Micro-HDMI-To-Micro-HDMI-Cable-scaled.jpg
23985,Ven Dens VD-ADP033 Female IPhone to Male Type C Adapter,"214, 213",3,23985_Ven-Dens-VD-ADP033-Female-IPhone-to-Male-Type-C-Adapter-scaled.jpg
23983,Ven Dens VD-APD030 Female to Female HDMI Adapter,"214, 213",3.50,23983_Ven-Dens-VD-APD030-Female-to-Female-HDMI-Adapter-scaled.jpg
23981,BOROFONE BH81 Folding Desktop Stand Phone/iPad/Tablet Black,213,4.50,23981_BOROFONE-BH81-Folding-Desktop-Stand-Phone-scaled.jpg
23977,BOROFONE BH42 Folding Desktop Stand Phone/iPad/Tablet - White,213,4.50,23977_BOROFONE-BH42-Folding-Desktop-Stand-Phone-white-scaled.jpg
23976,BOROFONE BH42 Folding Desktop Stand Phone/iPad/Tablet - Black,213,4.50,23976_BOROFONE-BH42-Folding-Desktop-Stand-Phone-black-scaled.jpg
23973,RJ45 1 Male to 3 Female Ports Ethernet Splitter Extension Cable,"214, 213",5.50,23973_RJ45-1-Male-to-3-Female-Ports-Ethernet-Splitter-Extension-Cable-scaled.jpg
23971,RJ45 1 Male to 2 Female Ports Ethernet Splitter Extension Cable,"214, 213",4.50,23971_RJ45-1-Male-to-2-Female-Ports-Ethernet-Splitter-Extension-Cable-scaled.jpg
23969,Female to Dual female internet Splitter Adapter,"214, 213",2.99,23969_Female-to-Dual-female-internet-Splitter-Adapter-scaled.jpg
23966,1.8m Male USB 3.0 to Female USB 3.0 Cable,214,2.99,23966_1.8m-Male-USB-3.0-to-Female-USB-3.0-Cable-scaled.jpg
23964,2Meter HDMI to Display Port Cable,214,4.50,23964_2Meter-HDMI-to-Display-Port-Cable-scaled.jpg
23962,Ven Dens VD-APD016 Type C to Female Display Port Adapter,214,7,23962_Ven-Dens-VD-APD016-Type-C-to-Female-Display-Port-Adapter-scaled.jpg
23960,USB Male to HDMI Male Cable,214,3.99,23960_USB-Male-to-HDMI-Male-Cable-scaled.jpg
23957,Electric Shaving Machine Charging Cable,214,2,23957_Electric-Shaving-Machine-Charging-Cable-1-scaled.jpg
23954,Full HD USB 3.0 Male to HDMI female Adapter,"214, 213",7,23954_Full-HD-USB-3.0-Male-to-HDMI-female-Adapter-scaled.jpg
23952,3 Channel WiFi Car DashCam  4K HD Display,213,50,23952_front-back-camera-for-car-scaled.jpg
23950,BOROFONE BZ30 (C + USB ) PD 30W + QC 3.0 Car Charger,"214, 213",4.50,23950_BOROFONE-BZ30-C-USB-PD-30W-QC-3.0-Car-Charger-scaled.jpg
23948,BOROFONE BZ28C Trophie PD 60W (2C + 1 USB QC ) Car Charger,"214, 213",6,23948_BOROFONE-BZ28C-Trophie-PD-60W-2C-1-USB-QC-Car-Charger-scaled.jpg
23933,Earldom ET-TC26L Female iP-Lighting to Male Type C 60W OTG Adapter,214,3.99,23933_Earldom-ET-TC26L-Female-iP-Lighting-to-Male-Type-C-60W-OTG-Adapter-scaled.jpg
